IMO,MMSI,Name,Type,Build Year,Country,Call Sign,Length,Width,Gross Tonnage,Deadweight Tonnage,Efficiency
9255737,244597000,Enforcer,Container Ship,2004,Netherlands,PBHI,135,21,7642,9450,30.05
9156462,538001663,Insignia,Passenger Ship,1998,Marshall Is,V7DM2,185,26,30277,2700,19.81
9208007,672704000,Elyssa,Ro-Ro Ship,2000,Tunisia,TSNB,192,26,22900,14200,11.64
9216030,239806000,Hellenic Spirit,Ro-Pax Ship,2001,Greece,SYOA,204,26,32694,6524,20.55
9279484,210872000,Starlight,Bulk Carrier,2004,Cyprus,P3TM9,225,32,38851,75611,4.06
9182954,257424000,Star Istind,General Cargo Ship,1999,Norway,LAMP5,195,30,32628,46428,6.75
9186235,257091890,Isoldana,General Cargo Ship,2000,Norway,LAJM8,198,31,33448,43867,5.94
9186223,257534000,Inventana,General Cargo Ship,2000,Norway,LAJL8,198,31,33448,44054,7
9186211,257548000,Indiana,General Cargo Ship,2000,Norway,LAJJ8,199,31,33448,43956,7.2
9202508,246466000,Stadiongracht,General Cargo Ship,2000,Netherlands,PDBY,172,25,16639,21250,13.85
9197911,245789000,Spiegelgracht,General Cargo Ship,2000,Netherlands,PCEO,168,25,16641,21402,13.85
9048914,259139000,Nordlys,Ro-Pax Ship,1994,Norway,LHCW,122,20,11204,850,71.9
6602898,255717000,Ocean Majesty,Passenger Ship,1966,Portugal,CQSC,136,23,10417,1031,31.73
9150810,636013068,Caribbean Star,Refrigerated Cargo Carrier,1997,Liberia,A8KJ7,185,24,15058,10362,19.72
9055709,311000644,Fegulus,Refrigerated Cargo Carrier,1993,Bahamas,C6DD4,151,23,10374,10545,25.24
9007128,265041000,Aurora Af Helsingborg,Ro-Pax Ship,1992,Sweden,SCQX,111,28,10918,2547,36.92
9259317,538090308,Fedor,Oil Tanker,2003,Marshall Is,V7EV9,100,30,41397,70156,4.72
9139268,622120320,Esna,Bulk Carrier,1998,Egypt,SSLZ,223,32,38464,71598,4.7
9227340,636016431,Msc Vaishnavi R.,Container Ship,2002,Liberia,A8RL2,281,32,45803,53171,18.17
9247584,355649000,Grand Mercury,Vehicle Carrier,2002,Panama,HOOC,200,32,58947,19121,22.67
9170183,224704000,Avemar Dos,Ro-Pax Ship,1997,Spain,ECKJ,82,23,5517,340,74.4
7633375,265088000,Sunnanvik,Bulk Carrier,1978,Sweden,SHAF,124,18,7454,9060,17.9
9141792,242198100,Cielo Di Rabat,Container Ship,1997,Morocco,CNA5005,181,30,21531,30188,
9141118,211235880,Wega,Container Ship,1996,Germany,DHEW,151,20,7550,8912,38.25
9126235,230351000,Hjordis,General Cargo Ship,1996,Finland,OJHI,120,18,5239,6410,27.22
9249996,224029000,Bouzas,Ro-Ro Ship,2002,Spain,EAPC,142,21,15224,4695,20.43
9188506,211286440,Hanni,Container Ship,1998,Germany,DHMW,118,18,5056,6867,28.74
9206061,311000784,Solent Star,Refrigerated Cargo Carrier,2001,Bahamas,C6DU3,150,23,10804,9709,30.61
9229312,636017306,Msc Leo Vi,Container Ship,2002,Liberia,D5KG9,300,40,75201,77900,21.17
9238741,636016429,Msc Margarita,Container Ship,2002,Liberia,A8IX9,276,40,66500,67644,13.54
9179268,636016239,Pacific Reefer,Refrigerated Cargo Carrier,1999,Liberia,D5FE3,175,23,14505,17322,14.44
8819304,311009600,Green Freezer,Refrigerated Cargo Carrier,1991,Bahamas,C6XH4,109,18,5084,6120,19.7
9216470,271047823,Karruca,Chemical Tanker,2001,Turkey,TCA5983,112,17,5214,7721,20.54
9107796,259322000,Polarlys,Ro-Pax Ship,1996,Norway,LHYG,123,18,11341,902,66.9
9227314,636016436,Msc Zlata R.,Container Ship,2002,Liberia,D5GE5,280,32,45803,53452,15.78
9236078,209218000,Ubc Sydney,General Cargo Ship,2001,Cyprus,P3AF9,171,27,19746,31759,7.58
9269207,226308000,Global Energy,Lng Carrier,2004,Singapore,9V8759,220,35,48923,34800,10.84
9241267,310381000,Lng Bayelsa,Lng Carrier,2003,Bermuda,ZCDF9,288,49,114354,79822,9.11
9198135,215949000,Grande Argentina,Container/Ro-Ro Cargo Ship,2001,Malta,9HA5386,214,32,56660,26195,8.11
9246554,304642000,Allegro,Container Ship,2004,Antigua Barbuda,V2CQ5,134,23,9962,11388,28
9209104,357411000,Newyorker,Container Ship,2001,Panama,3FIP9,207,30,25294,32299,19.84
9250165,566914000,Mtm Yangon,Chemical Tanker,2003,Panama,3E4937,183,32,29220,44999,6.05
9153654,245021000,Fairlane,Other Ship Types,2001,Netherlands,PBFW,111,21,7971,7123,26
8501464,271000426,Ulusoy-5,Ro-Ro Ship,1987,Turkey,TCUV,165,23,19689,14103,19.9
7633155,266308000,Eckero,Ro-Pax Ship,1979,Sweden,SBJU,124,24,12358,1940,42.43
9227338,636016430,Msc Julia R.,Container Ship,2002,Liberia,A8RK9,280,32,45803,53081,15.89
9073402,354915000,Callisto,Refrigerated Cargo Carrier,1993,Panama,HOKJ,134,21,7316,8042,24.7
8420878,309163000,Wind Star,Passenger Ship,1986,Bahamas,C6CA9,134,23,5703,922,21.5
7422881,636009548,Yeoman Bank,Bulk Carrier,1982,Liberia,ELOG5,205,27,24870,43728,8.54
9190092,636021501,Msc Eagle F,General Cargo Ship,2000,Liberia,5LEG2,142,24,12993,17451,11.95
9110913,518100776,Abraham M,Bulk Carrier,1996,Cook Is,E5U3687,200,23,20837,34167,7.82
9180396,212934000,Irma,Bulk Carrier,2000,Cyprus,P3SA8,200,24,21387,34947,5.85
9234288,245864000,Kwintebank,General Cargo Ship,2002,Netherlands,PBGT,133,16,6378,9600,11.01
9110901,248668000,Epsilon,Bulk Carrier,1996,Malta,9HA4754,199,23,20837,34168,9.7
8413875,372862000,Msc Gabriella,Container Ship,1985,Panama,3FRR,189,28,21887,31290,11.91
9279989,352983000,Msc Stella,Container Ship,2004,Panama,H8PA,304,40,73819,85680,18.75
7813949,374081000,European Star,Ro-Pax Ship,1981,Panama,3EEB6,130,21,12711,2092,18.6
9172155,255806196,Helga Essberger,Chemical Tanker,1999,Portugal,CQAK2,127,20,6785,9887,19.2
9184653,341599000,Veerseborg,General Cargo Ship,1998,St Kitts Nevis,V4BY3,133,15,6130,8736,14.8
9250397,341438000,Fitburg,General Cargo Ship,2001,St Kitts Nevis,V4AF3,132,16,6378,9822,14.4
9218404,538004244,Federal Shimanto,Bulk Carrier,2001,Marshall Is,V7VZ2,190,23,19125,32787,7.17
9205926,538006786,Federal Welland,Bulk Carrier,2000,Marshall Is,V7RG7,200,24,20659,36563,6.55
9267209,538006785,Federal Seto,Bulk Carrier,2004,Marshall Is,V7RG6,199,24,20661,36489,6.94
9210323,236685000,Green Pearl,General Cargo Ship,2001,Latvia,YLGP,107,18,6204,7644,19.18
9223904,209141000,Augusta Sun,General Cargo Ship,2003,Panama,3E2262,143,23,12993,17531,12.7
8501957,247435700,Gnv Aries,Ro-Pax Ship,1987,Italy,ICGT,179,25,31785,6403,42.4
9143702,247290000,Gran Bretagna,Container/Ro-Ro Cargo Ship,1999,Italy,IBFB,184,32,51714,18461,10.23
8802090,311000992,Baltic Summer,Refrigerated Cargo Carrier,1989,Bahamas,C6ES9,156,23,10842,12942,25.61
9251042,636020510,Mohac,Bulk Carrier,2001,Liberia,D5ZN5,135,22,9104,15503,9.11
9204958,636019777,Lombok Strait,Refrigerated Cargo Carrier,2002,Liberia,D5WC6,167,25,14413,15917,22.14
9186780,311001015,Teal Arrow,General Cargo Ship,1999,Bahamas,C6EV8,173,29,22073,36466,5.55
9183568,304413000,Sigmagas (Sigmagas),Gas Carrier,1998,Liberia,5LNW3,119,18,6051,7876,20.58
9007116,219230000,Tycho Brahe,Ro-Pax Ship,1991,Denmark,OVIC2,110,28,11148,2500,37.22
9272668,636017838,Stolt Acer,Chemical Tanker,2004,Liberia,D5MY2,170,26,18703,29709,9.16
9284702,538004060,Federal Kushiro,Bulk Carrier,2004,Marshall Is,V7UY9,190,24,19223,32762,6.29
9240548,305931000,Margaretha,General Cargo Ship,2002,Antigua Barbuda,V2GH4,145,19,7752,10526,26.57
9150420,255806013,Insular,Container Ship,1998,Portugal,CSDD,120,20,5599,6700,0
9123788,255806011,Monte Da Guia,Container Ship,1995,Portugal,CSDB,127,20,7039,8846,0
9161716,311317000,Voyager Of The Seas,Passenger Ship,1999,Bahamas,C6SE5,311,37,137276,11132,
9231822,636021160,Msc Shanghai,Container Ship,2002,Liberia,5LCO8,294,32,53453,66597,8.02
7724265,241694000,Iosif K,Ro-Ro Ship,1979,Greece,SVCV2,133,22,9368,5300,51.54
9045924,636019354,Pacific Mermaid,Refrigerated Cargo Carrier,1992,Liberia,A8JJ5,141,22,9820,10466,21.06
8618293,373120000,Msc Veronique,Container Ship,1989,Panama,3EYX,294,32,52191,60900,17.2
9220885,477642400,Nexoe Maersk,Container Ship,2001,Hong Kong,VRTU4,199,31,27733,30420,26.78
9143099,311000724,Baltic Purple,Refrigerated Cargo Carrier,1996,Bahamas,C6DN3,154,24,11438,10379,25.61
9059638,308704000,Duncan Island,Refrigerated Cargo Carrier,1993,Bahamas,C6JS,180,25,14061,14140,25.74
9178599,240685000,Elyros,Ro-Pax Ship,1998,Greece,SVOM,192,27,17614,5590,19.26
9030149,308126000,Swedish Stream,Refrigerated Cargo Carrier,1992,Bahamas,C6KD4,159,25,13049,13930,23.83
9242558,305600000,Naama Borchard,Container Ship,2002,Antigua Barbuda,V2AR8,134,23,9981,11368,39.7
9213727,230371000,Airisto,General Cargo Ship,2000,Finland,OJSK,132,16,6154,8733,16.97
9157284,219458000,Selandia Seaways,Ro-Ro Ship,1998,Denmark,OWLH2,197,26,24803,11089,16.64
9057123,636009894,Orange Wave,Refrigerated Cargo Carrier,1993,Liberia,ELPX7,157,26,13444,16700,17.11
8202018,636012321,Iron Destiny,Bulk Carrier,1982,Liberia,A8ER8,247,42,54263,89846,6
9211494,538009126,W Kyrenia,Container Ship,2001,Marshall Is,V7A4351,300,43,80654,88669,18.19
9186352,257374000,Latana,Chemical Tanker,2000,Norway,LALS5,140,22,9960,15990,14.55
9207039,245286000,Coral Ivory,Gas Carrier,2000,Netherlands,PHPE,116,16,5831,6875,21.81
7358755,247372400,Moby Kiss,Ro-Pax Ship,1975,Italy,IBOE,118,20,11907,1560,7.31
7719430,242228000,Morocco Sun,Ro-Pax Ship,1980,Morocco,CNA2494,130,22,12175,1895,44.97
7615048,238143000,Dubrovnik,Ro-Pax Ship,1979,Panama,3E2367,122,19,9795,1310,31
9139309,245394000,Happy Rover,General Cargo Ship,1997,Netherlands,PCBZ,138,23,10990,12950,17.86
9107899,636021598,Can Yucel,Bulk Carrier,1995,Liberia,5LET2,181,30,22147,38852,5.49
8806242,511100124,Atlantic Rose,Other Ship Types,1989,Palau,T8A3212,136,18,5899,6565,22.9
9045728,374552000,Yeba,General Cargo Ship,2004,Panama,3EBQ2,125,16,5458,8049,12.16
8616336,239575000,Blue Horizon,Ro-Pax Ship,1987,Greece,SWPG,187,27,27230,6005,21.46
9197105,239710000,Blue Star 1,Ro-Pax Ship,2000,Greece,SWET,176,26,29858,4500,22.68
9035876,239672000,Blue Galaxy,Ro-Pax Ship,1992,Greece,SWDA,192,27,29992,6911,32.29
9000443,237044600,Ekaterini P.,Ro-Pax Ship,1990,Greece,SYZJ,116,18,3948,1300,235.08
9261891,215342000,Cma Cgm Fort St Pierre,Container Ship,2003,Malta,9HA5071,197,30,26342,30804,24.35
9232565,310823000,Liverpool Express,Container Ship,2002,Bermuda,ZCHC6,281,32,46009,54155,23.6
9231614,374419000,Sw Cap Ferrat I,Chemical Tanker,2002,Panama,3FZK6,183,27,23680,36031,8.01
9181077,230917000,Estraden,Ro-Ro Ship,1999,Finland,OJIL,163,26,18205,9741,16.69
9214379,230628000,Finlandia,Ro-Pax Ship,2001,Finland,OJPP,175,27,36093,5506,26.29
7207451,241584000,Sporades Star,Ro-Pax Ship,1975,Greece,SVAJ3,115,19,7657,1118,50.15
9278492,368236000,Acadia Trader,Chemical Tanker,2004,Usa,WHKM,180,32,25487,38177,
8209626,511986000,Sea Glory,General Cargo Ship,1983,Palau,T8A3166,125,18,5505,7822,9.8
9254989,215295000,Poles,Bulk Carrier,2002,Malta,9HJH7,190,32,27989,50341,5.29
9197363,245578000,Schippersgracht,General Cargo Ship,2000,Netherlands,PCGR,168,25,16641,21402,13.85
9208083,247089500,Mega Express Three,Ro-Pax Ship,2001,Italy,IBAZ,212,25,29637,7632,5.42
9194957,354929000,Kano Reefer,Refrigerated Cargo Carrier,1999,Panama,3EOF5,143,22,8507,9566,27.48
9121297,477379000,Saga Horizon,General Cargo Ship,1995,Hong Kong,VRUZ9,199,30,29381,47016,5.69
9197002,477686700,Saga Andorinha,General Cargo Ship,1998,Hong Kong,VRMV6,199,30,29729,47027,5.63
9279379,241788000,Chios Trinity,Bulk Carrier,2004,Turkey,TCA7427,189,32,27989,50341,6.14
9112765,209405000,Kattegat,Ro-Pax Ship,1996,Cyprus,5BKX3,136,25,14379,4030,36.62
9176058,219601000,Max,Ro-Pax Ship,1998,Denmark,OZQH2,91,26,5617,500,1.67
9204960,636019776,Luzon Strait,Refrigerated Cargo Carrier,2002,Liberia,D5WC5,167,25,14413,15917,22.16
9229025,518998414,Sea Crown,Chemical Tanker,2001,Cook Is,E5U4394,130,20,7093,12681,10.81
8401523,620040000,Professor B,General Cargo Ship,1984,Comoros,D6A2040,151,23,10733,14120,14.77
9229348,636019673,Gsl Nicoletta,Container Ship,2002,Liberia,D5VP6,300,39,75201,77900,19.26
9253246,229599000,Angi,Chemical Tanker,2003,Malta,9HA3436,182,27,23217,37211,8.1
9237151,372491000,Msc Donata,Container Ship,2002,Panama,3EOS8,257,32,40108,52806,15.59
9204477,636016118,Joanna,Container Ship,1999,Liberia,D5EO2,184,25,16802,22990,20.04
9287687,255805627,Annamarie,Container Ship,2003,Portugal,CQFZ,138,21,7519,8720,34.65
9312341,248153000,Amaliya,Bulk Carrier,2004,Malta,9HA2210,169,27,16960,28436,7
9215347,311104000,Jaeger Arrow,General Cargo Ship,2001,Bahamas,C6RM7,172,25,29103,23529,12.4
9291456,564335000,Mtm Antwerp,Chemical Tanker,2004,Singapore,9V2587,145,24,11628,20704,10.13
9287778,353577000,Glory Trader,Bulk Carrier,2004,Panama,HPKO,225,32,41205,77684,4.21
8512906,353867000,Msc Adele,Container Ship,1986,Panama,H3HO,188,28,21633,30950,11.89
8520836,620086000,Daytona-H,Bulk Carrier,1988,Comoros,D6A2086,143,20,8254,11901,11.19
9279551,538003930,Sea Brave,Bulk Carrier,2004,Marshall Is,V7UC5,177,26,17679,28657,7.02
9144811,247343200,Cruise Smeralda,Ro-Pax Ship,1997,Italy,---,201,26,29968,5150,25.9
9204568,237611000,Kydon Palace,Ro-Pax Ship,2001,Greece,SYNR,214,26,24352,5493,21.13
9161948,226280000,Jean Nicoli,Ro-Pax Ship,1998,France,FNPV,200,26,29968,5150,24.22
9204063,247415200,Cruise Bonaria,Ro-Pax Ship,2000,Italy,---,214,26,24004,5493,21.01
9284697,636015619,Stolt Endurance,Chemical Tanker,2004,Liberia,D5BW5,174,28,20058,32858,8.28
9109768,605246160,Tariq Ibn Ziyad,Ro-Pax Ship,1995,Algeria,7TXO,153,25,21659,5125,25.88
9113850,667001716,Nana Leen,Bulk Carrier,1995,Sierra Leone,9LU2519,176,26,17392,28754,6.1
9114543,511100696,Adam-A,Bulk Carrier,1995,Palau,T8A3884,170,39,17429,28458,6.02
9270440,413060000,Xin Pu Dong,Container Ship,2003,China,BPAP,279,40,66433,69303,20.35
8519710,373207000,Silver Sun,Vehicle Carrier,1988,Panama,3FAU2,183,30,39187,9772,17.91
9279783,210212000,Maritsa,Bulk Carrier,2005,Cyprus,P3ZN9,225,32,40002,76015,3.7
8908545,325974000,Carina,General Cargo Ship,1990,Dominica,J7AF4,122,19,5796,6350,16.36
9181675,636018320,Msc Sarah,Container Ship,2000,Liberia,D5PE8,294,32,53208,67795,16.82
9171383,667001564,Lady Sham,General Cargo Ship,2001,Sierra Leone,9LU2367,109,19,6354,9802,11.21
9221633,667001466,Super Sarkas,Bulk Carrier,2002,Sierra Leone,9LU2269,170,27,17431,28495,13.19
9274525,311585000,Simoon,Oil Tanker,2004,Panama,3E2237,235,24,83119,151294,4.54
9288863,249012000,Seaqueen,Oil Tanker,2004,Malta,9HHY9,250,44,62796,115639,3.78
9111371,312194000,New Levant,Bulk Carrier,1995,Belize,V3VU9,165,43,16418,27321,5.97
9273650,636018672,Bruno,Chemical Tanker,2004,Liberia,D5QV5,193,32,30032,46101,7.55
8917584,311668000,Wellington Star,Refrigerated Cargo Carrier,1992,Bahamas,C6TJ9,140,20,7944,11103,27
9260859,314540000,Princess Fayzah,Bulk Carrier,2002,Barbados,8PAZ5,169,27,16963,28379,7.03
9192478,477642600,Nora Maersk,Container Ship,2000,Hong Kong,VRTU2,199,30,27733,30194,
8819926,311062400,Ditlev Reefer,Refrigerated Cargo Carrier,1990,Bahamas,C6ZP7,164,24,14406,16950,16.26
9228382,538003275,Aeolos,Bulk Carrier,2001,Marshall Is,V7PS2,172,27,19882,31640,8.36
8020927,239297000,Prevelis,Ro-Pax Ship,1980,Greece,SYDL,142,23,9851,3300,42.84
9122942,440269000,Glovis Comet,Vehicle Carrier,1996,Korea,D7OF,200,32,55680,21421,15.78
9172105,371839000,Selamet,Bulk Carrier,1998,Panama,3EXT4,154,26,14762,23468,6.26
9225586,245250000,Diezeborg,General Cargo Ship,2000,Netherlands,PBBA,133,16,6219,8867,20.68
9172703,353773000,Frio Aegean,Refrigerated Cargo Carrier,1998,Panama,3FTB8,129,20,6973,8040,25.77
8911073,636013148,Everest Bay,Refrigerated Cargo Carrier,1989,Liberia,A8KZ3,141,20,8739,9692,20.78
9255787,255806300,Energy,Container Ship,2004,Portugal,CQAX2,135,22,7660,9368,30.05
9015747,247136000,Splendid,Ro-Pax Ship,1994,Italy,IBAS,214,27,39139,6875,25.55
8819275,231257000,Aurora,Refrigerated Cargo Carrier,1991,Faroe Is,OZ2162,109,18,5084,6120,20.46
9285938,255806118,Isabelle G,Bulk Carrier,2004,Portugal,CQAA4,200,24,22792,37193,6.99
9240897,636020188,Toyama,Oil Tanker,2002,Panama,3E5071,182,32,30128,46350,6.44
9162631,636018322,Msc Asli,Container Ship,2000,Liberia,D5PF2,217,27,24836,14150,31.05
9007489,309193000,Jorgen Reefer,Refrigerated Cargo Carrier,1991,Bahamas,C6VB9,165,24,14406,16950,16.34
9034731,271047132,Kapidag,Chemical Tanker,1992,Turkey,TCA5714,114,18,5499,8674,14.49
9282948,636021041,Nimet Torlak,Bulk Carrier,2003,Liberia,5LBY7,136,25,11349,18820,5.6
9139256,622120321,Edfu,Bulk Carrier,1997,Egypt,SSLY,224,33,38464,71572,4.71
9195157,311082000,Norwegian Star,Passenger Ship,2001,Bahamas,C6FR3,295,32,91740,7500,13.71
9210062,636016417,Msc Glory R,Container Ship,2000,Liberia,D5GC3,243,32,37113,40125,24.52
9220794,235307000,Moritz Schulte,Gas Carrier,2002,United Kingdom,ZNVF8,129,19,8234,9174,20.07
9246607,247098900,Grande Amburgo,Container/Ro-Ro Cargo Ship,2003,Italy,IBMW,214,32,56738,27492,9.24
8907204,273432030,Arctic Spirit,Refrigerated Cargo Carrier,1991,Russia,UBJR2,120,18,6419,6807,38.89
8307947,667005247,Taha-Y,General Cargo Ship,1985,Sierra Leone,9LD2547,170,28,18977,29319,5.61
9243693,314501000,True Brother,Bulk Carrier,2001,Barbados,8PAU5,177,29,19712,31812,6.17
9005429,372415000,Nada,General Cargo Ship,1993,Panama,HP7329,201,32,46940,35100,15.31
9238674,215074000,Anthia,Bulk Carrier,2002,Malta,9HBP7,170,28,17697,28740,7.59
9223796,265871000,Drotten,Ro-Pax Ship,2003,Sweden,SGPI,196,26,29746,4730,24
9171163,265508760,Gotlandia,Ro-Pax Ship,1999,Cyprus,5BEM6,113,16,5632,450,18
9210440,311039000,Crystal Ray,Vehicle Carrier,2000,Bahamas,C6RI2,200,32,57772,21400,18.55
9274848,219435000,Freesia Seaways,Ro-Ro Ship,2005,Denmark,OWKQ2,231,30,37722,14330,10.58
9108130,310133000,Valencia Express,Container Ship,1996,Bermuda,ZCBD4,216,32,33735,34330,17.39
9138276,636016854,Panther,Container Ship,1998,Liberia,D5BN7,207,30,25361,33976,16.19
9278155,352948000,Msc Nerissa,Container Ship,2004,Panama,H3LP,294,32,54881,68178,12.71
9146479,636020728,Msc Vilda,Container Ship,1998,Liberia,5LAK5,347,43,92198,110381,13.2
9208875,622121427,Wadi Alrayan,Container Ship,2000,Egypt,SSCC,215,32,34083,40301,30.08
9176606,440114000,Asian Empire,Vehicle Carrier,1998,Korea,D7ML,229,32,71383,25765,15.4
9142540,352978175,Dona Ble,General Cargo Ship,1997,Panama,3E2409,135,16,6540,9200,17.09
9201061,241288000,Sea Prosperity,Bulk Carrier,2000,Greece,SVBW2,189,32,28015,48893,5.65
9138525,564753000,Don Quijote,Vehicle Carrier,1998,Norway,LATE8,227,32,67141,28142,14.56
9219862,246497000,Elisabeth,Container Ship,2000,Netherlands,PECG,118,18,5067,6850,33.15
9100267,247094000,Fantastic,Ro-Pax Ship,1996,Italy,IBDF,188,27,35222,7037,26.91
9203590,441995000,Asian Trust,Vehicle Carrier,1999,Korea,D8CX,200,32,55719,21321,15.2
9234991,209715000,Elbskipper,Container Ship,2001,Cyprus,P3CJ9,134,22,9981,11385,28
8912297,308918000,Yeoman Bontrup,Bulk Carrier,1991,Bahamas,C6JQ9,250,38,55695,96725,5
9299056,224441000,Benchijigua Express,Ro-Pax Ship,2005,Spain,ECHP,126,30,8973,1000,
9221360,373708000,Sinfonia,Bulk Carrier,2000,Panama,3EE06,170,27,18050,28685,6.94
9266267,636017837,Stolt Betula,Chemical Tanker,2003,Liberia,D5MX9,159,25,15992,25024,10.87
9261786,477455400,Tai Harvest,Bulk Carrier,2003,Hong Kong,VRTC7,190,32,30422,50337,6.42
9150743,518100289,Amineh M.,General Cargo Ship,1999,Palau,T8A4161,149,23,13781,20412,10.38
9047518,538009684,Bow Clipper,Chemical Tanker,1995,Marshall Is,V7A5039,184,33,23197,37221,5.5
9287792,255806327,Wec Van Ruysdael,Container Ship,2004,Portugal,CQAZ8,140,22,7852,9322,31.13
9291066,636019127,Hai Xing,Chemical Tanker,2004,Liberia,D5TB4,138,24,11191,16882,13.72
9101730,304219000,Splittnes,Bulk Carrier,1994,Antigua Barbuda,V2EA7,166,21,11538,16073,8.63
9184536,353306000,Frio Chikuma,Refrigerated Cargo Carrier,1998,Panama,3FWG8,135,21,7367,8097,23.44
9127021,636017878,Msc Izmir F,Container Ship,1996,Liberia,D5ND3,167,30,12029,14587,26.64
9201750,308094000,Commodore Clipper,Ro-Pax Ship,1999,Bahamas,C6QQ3,130,26,14000,4504,30.13
9248540,235572000,Anvil Point,Ro-Ro Ship,2003,United Kingdom,VQBR7,193,26,23235,13274,12.06
9204362,224901000,Super-Fast Levante,Ro-Ro Ship,2001,Spain,EAXH,158,25,17505,7200,34.06
8813116,636017734,Eftyxia Gas,Gas Carrier,1991,Liberia,D5MM2,158,21,11822,16259,11.38
8819938,311062300,Ivar Reefer,Refrigerated Cargo Carrier,1990,Bahamas,C6ZP6,164,24,14406,16950,16.26
9171541,271044600,Tamrey S,Bulk Carrier,1999,Turkey,TCA4286,176,27,19069,31024,6.89
9016674,311000972,Baltic Performer,Refrigerated Cargo Carrier,1992,Bahamas,C6EQ6,150,22,10381,16958,25.61
9213583,636020773,Gsl Myny,Container Ship,2000,Liberia,5LAQ6,277,40,66289,67564,15
9153850,477711600,Maersk Kiel,Container Ship,1998,Liberia,5LLE3,300,43,80942,88669,16.05
9062984,636017056,Msc Hina,Container Ship,1994,Liberia,D5JC2,187,30,23540,30621,19.37
9162227,636020349,Maersk Kimi,Container Ship,1998,Liberia,D5YU6,300,43,80942,88669,18.85
9215311,538009125,W Kampala,Container Ship,2001,Marshall Is,V7A4350,299,45,80654,88700,17.8
9252448,636021183,Bourda,Chemical Tanker,2003,Liberia,5LCR6,183,32,27512,47323,6.28
9183984,249436000,Celandine,Ro-Ro Ship,2000,Malta,9HA4244,162,25,23987,9415,15.1
9277814,311594000,Rcc Africa,Vehicle Carrier,2004,Bahamas,C6TD3,200,32,57718,21214,18.03
9203588,440058000,Asian Dynasty,Vehicle Carrier,1999,Korea,---,200,32,55719,21224,15.2
9174763,372977000,Orchid,Vehicle Carrier,1999,Panama,3FRM5,100,20,9950,2794,34.36
9117985,309536000,Commodore Goodwill,Ro-Ro Ship,1996,Bahamas,C6NU8,126,21,11166,5215,22.42
9267728,245656000,Bothniaborg,Ro-Ro Ship,2004,Netherlands,PBIO,154,22,12460,8600,24.28
9020352,271042494,Inga A,Container Ship,1993,Turkey,TCZK9,149,23,10546,12184,31.25
9154268,572907210,Kan 2,General Cargo Ship,1999,Tuvalu,T2ZB4,149,23,11848,17064,12.96
9244829,538006969,Levantes,Bulk Carrier,2001,Marshall Is,V7DS6,225,32,40008,75900,3.92
9004499,312849000,Cindy,General Cargo Ship,1992,Belize,V3TK3,114,18,6030,9597,17.13
9191321,257672000,Tarago,Vehicle Carrier,2000,Norway,LAPN5,245,32,67140,39516,13.79
9150030,219622000,Hamlet,Ro-Pax Ship,1997,Denmark,OZMH2,110,26,10067,2864,36.26
8604711,212004000,Jan Sniadecki,Ro-Pax Ship,1988,Cyprus,P3TX6,155,22,14417,5583,41.35
9274513,311584000,Nordic Brasilia,Oil Tanker,2004,Bahamas,C6FX2,277,48,83119,150939,
9134153,210312000,Wec Majorelle,Container Ship,1996,Cyprus,5BSJ3,122,18,6362,7223,32.26
9138381,247206000,Grande Europa,Container/Ro-Ro Cargo Ship,1998,Italy,ICGE,183,32,51714,18461,10.23
9266566,218522000,Maria,General Cargo Ship,2004,Germany,DPWD,151,22,8383,9422,28.28
9267560,230957000,Suula,Chemical Tanker,2005,Norway,LAUY8,140,22,9910,14665,17.88
9229855,211387390,Berlin Express,Container Ship,2003,Liberia,5LKX4,321,42,88493,100019,12.31
9189354,636016979,Zim Europe,Container Ship,2000,Liberia,D5IR8,278,40,66526,67515,21.81
9256755,636015404,Methoni,Container Ship,2003,Liberia,D5AN2,305,40,73819,85824,12.73
9221815,255805678,Buxcliff,Container Ship,2001,Portugal,CQEC,300,40,72760,79501,21.81
9285017,477975000,Kang Cheng,Bulk Carrier,2004,Hong Kong,VRZX3,189,32,30963,55541,5.14
9245275,305394000,Onego Capri,General Cargo Ship,2002,Antigua Barbuda,V2ED7,140,16,6806,10273,14.87
9179256,636016238,Atlantic Reefer,Refrigerated Cargo Carrier,1998,Liberia,D5FE2,176,23,14505,17322,14.45
9014444,306137000,Prince Of Seas,Refrigerated Cargo Carrier,1993,Panama,3E2341,131,19,6363,7387,21.75
9362621,304881000,Bbc Africa,Other Ship Types,2005,Antigua Barbuda,V2BO7,120,20,7002,7530,23.49
9234355,413058000,Xin Lian Yun Gang,Container Ship,2003,China,BPAT,280,40,66433,68944,20.45
9008732,309841000,Baltic Pearl,Refrigerated Cargo Carrier,1991,Bahamas,C6OU9,150,22,10412,10713,26.1
9142461,672247000,Salammbo,Ro-Ro Ship,1997,Tunisia,TSMS,162,26,17907,5914,20.09
8502406,220449000,King Seaways,Ro-Pax Ship,1987,Denmark,OVOL2,164,28,31788,4110,29.69
9227376,636019930,Paschalis D,Bulk Carrier,2002,Liberia,D5WV4,289,45,86734,170188,3.13
9247510,228081000,Pascal Paoli,Ro-Pax Ship,2003,France,FQDN,176,30,35760,7286,24.23
9147875,304010760,Lady Debora,General Cargo Ship,1998,Antigua Barbuda,V2QG7,107,18,5381,6790,12.05
